ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,14213c01_12_edna_1,14213c01_12_edna_2,14213c01_12_edna_3,22013c01_12_edna_1,22013c01_12_edna_2,22013c01_12_edna_3,CN13Dc01_12_edna_1,CN13Dc01_12_edna_2,CN13Dc01_12_edna_3,05114c01_12_edna_1,05114c01_12_edna_2,05114c01_12_edna_3,14714c01_12_edna_1,14714c01_12_edna_2,14714c01_12_edna_3,19114c01_12_edna_1,19114c01_12_edna_2,19114c01_12_edna_3,30214c01_12_edna_1,30214c01_12_edna_2,30214c01_12_edna_3,32414c01_12_edna_1,32414c01_12_edna_2,32414c01_12_edna_3,12015c01_12_edna_1,12015c01_12_edna_2,12015c01_12_edna_3,18815c01_12_edna_1,18815c01_12_edna_2,18815c01_12_edna_3,EB_20161116,pcrblank_1,28215c01_12_edna_1,28215c01_12_edna_2,28215c01_12_edna_3,34915c01_12_edna_1,34915c01_12_edna_2,34915c01_12_edna_3,11216c01_12_edna_1,11216c01_12_edna_2,11216c01_12_edna_3,24416c01_12_edna_1,24416c01_12_2,24416c01_12_edna_3,CANON16c14_12_edna_1,CANON16c14_12_edna_2,CANON16c14_12_edna_3,34916c01_12_edna_1,34916c01_12_edna_2,34916c01_12_edna_3,JD10706C1_0m_1,JD10706C1_0m_2,JD10706C1_0m_3,JD15806C1_0m_1,JD15806C1_0m_2,JD15806C1_0m_3,JD27006C1_0m_1,JD27006C1_0m_2,JD27006C1_0m_3,JD33306C1_0m_1,JD33306C1_0m_2,JD33306C1_0m_3,pcrblank2,EB_20161121,EB_20161228,EB_20170117,pcrblank3,CB_CANON160925_1,CB_CANON160925_2,CB_CANON160925_3,ArtComm2
ASV_434,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,Candida,unassigned,10,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,91,60,18,16,10,514,284,335,16,16,15,11,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ASV_435,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,unassigned,0,0,0,6,2,5,5,2,2,15,7,1,2,0,0,6,1,3,4,16,8,83,121,122,3,8,2,82,114,65,0,0,54,60,48,2,21,14,17,10,17,28,19,19,6,6,7,214,0,166,0,0,0,0,0,0,0,0,1,25,21,19,0,0,2,0,0,0,0,0,0
ASV_436,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,0,0,3,2,11,0,0,0,3,0,0,0,0,0,0,0,0,5,8,13,9,23,13,0,0,0,2,18,10,0,0,436,394,356,0,3,0,0,0,1,53,36,34,4,10,0,0,0,2,0,0,0,0,0,1,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0
ASV_437,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,unassigned,0,0,0,19,24,45,0,0,0,0,0,0,2,10,10,71,36,43,0,0,0,0,0,0,1,2,1,349,439,362,0,0,0,0,0,0,0,0,12,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV_438,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,30,9,35,4,1,5,35,65,61,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,456,275,357,7,9,12,4,0,4,0,1,0,1,0,0,16,9,7,6,18,12,0,0,0,0,0,0,0,0,0
ASV_439,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,1,0,0,111,130,167,77,94,124,0,0,0,2,3,0,0,0,158,156,92,1,10,12,1,0,3,1,0,0,6,4,9,44,0,46,0,0,0,0,0,0,0,0,0,51,58,66,0,0,0,0,0,0,0,0,1
ASV_440,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,0,0,0,2,1,0,145,29,71,0,9,8,0,0,0,66,28,24,7,1,0,27,49,81,0,4,1,69,113,55,0,0,15,4,10,11,17,13,0,0,0,67,64,58,24,24,21,20,0,4,9,11,13,18,5,17,0,0,0,66,73,86,0,0,0,0,0,0,0,0,0
ASV_441,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned,11,4,8,17,9,30,0,0,5,0,0,0,0,3,3,48,12,38,31,24,41,55,44,45,5,1,3,76,133,87,0,0,103,106,91,0,13,17,10,6,7,85,48,77,3,8,16,17,0,8,0,0,0,0,0,2,0,0,0,35,18,33,0,0,0,0,0,0,0,0,0
ASV_442,Eukaryota,Cryptophyta,unassigned,unassigned,unassigned,unassigned,unassigned,2,1,0,12,8,7,31,7,11,42,61,51,0,2,0,21,6,17,109,105,87,40,69,78,0,0,0,1,4,8,0,0,4,1,4,17,29,18,2,2,1,177,119,131,14,4,6,38,0,28,1,0,2,0,0,0,0,2,0,21,11,21,0,0,0,0,0,0,0,0,0
ASV_443,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,unassigned,unassigned,18,13,14,0,0,0,125,36,56,289,277,419,42,36,33,0,2,0,1,0,0,0,0,0,6,4,4,0,1,0,0,0,1,0,0,0,0,0,4,4,12,0,0,0,1,3,10,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_444,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis,32,47,18,15,7,17,15,4,13,19,8,30,6,13,6,10,7,13,1,0,2,1,2,1,49,26,35,178,214,165,0,0,30,35,26,0,0,2,40,36,54,10,11,9,0,0,3,31,0,29,0,0,0,0,0,0,1,0,0,24,14,15,0,0,6,0,0,1,75,0,0
ASV_445,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,0,0,0,1,4,3,1,1,0,0,0,0,0,0,0,17,2,9,8,10,1,0,1,0,0,0,0,11,16,13,0,0,2,4,2,0,0,2,34,11,23,50,34,30,22,30,38,3,0,0,43,43,54,181,162,324,0,1,1,63,61,71,0,0,1,0,0,0,0,0,0
ASV_446,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,33,62,50,0,3,9,3,3,0,131,181,204,0,0,0,2,0,0,11,8,10,90,142,113,0,0,0,1,0,0,0,0,51,54,46,8,22,13,2,2,0,12,14,5,0,2,3,33,0,12,0,0,3,0,0,0,9,3,18,10,4,4,0,0,0,0,0,0,0,0,0
ASV_447,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,g_,s_,1,0,2,10,10,14,1,0,2,31,8,15,0,0,0,1,3,2,21,30,28,79,47,104,0,0,0,2,5,2,0,0,32,26,13,1,37,41,0,0,0,36,44,21,2,3,0,5,0,5,86,85,79,59,34,77,106,77,89,5,0,1,0,0,0,0,0,0,0,0,0
ASV_448,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,17,5,0,0,0,0,48,4,19,0,0,0,2,1,1,18,13,7,2,4,0,41,37,87,16,19,13,28,34,33,0,0,39,16,15,1,0,0,15,15,17,61,20,34,16,1,4,0,0,0,11,14,21,192,170,267,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_449,Eukaryota,unknown,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis cordata,0,0,0,1,0,0,0,0,0,3,1,9,0,0,0,0,0,0,145,148,184,81,72,112,0,0,0,4,2,0,0,0,142,129,94,22,43,29,4,4,11,52,25,20,5,2,8,7,0,3,0,0,0,0,0,3,0,0,0,3,3,4,0,0,2,0,0,0,0,0,0
ASV_450,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,5,16,1,10,1,2,69,20,29,0,0,2,0,0,0,0,4,0,54,123,80,34,23,60,2,3,1,4,14,3,0,0,18,20,20,9,26,32,10,8,8,19,17,17,152,144,156,14,0,2,2,0,10,4,1,12,9,6,6,29,41,22,0,0,0,0,0,0,0,0,0
ASV_451,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira oceanica,366,261,308,73,91,139,2,2,0,0,1,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,33,51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_452,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,s_,0,0,0,0,0,0,1,0,0,316,389,574,0,3,8,0,0,0,28,8,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,6,9,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_453,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,3,0,1,1,0,0,0,0,7,0,0,0,4,0,0,1,2,29,28,42,41,38,36,0,0,0,1,0,2,0,0,287,266,215,4,8,2,0,0,0,120,54,84,0,4,4,2,0,0,0,0,4,0,0,2,18,16,31,2,5,1,0,0,0,0,0,0,0,0,0
ASV_454,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0,401,373,530,11,12,7,3,4,13,0,0,0,0,0,0,0,0,0
ASV_455,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,114,96,74,6,18,11,4,0,0,235,200,272,0,0,0,0,0,0,0,0,0,2,4,8,2,4,0,3,0,0,0,0,13,12,9,3,7,4,0,0,0,83,58,64,3,4,10,4,0,6,4,5,2,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV_456,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,2,0,3,2,16,0,0,1,0,0,0,0,0,0,0,1,0,10,0,8,0,0,0,0,0,0,8,2,3,0,0,0,0,0,1,2,2,0,1,0,9,10,12,0,0,0,2,0,0,5,4,5,336,286,536,2,0,0,31,21,31,0,0,0,0,0,0,0,0,0
ASV_457,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,13,21,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,22,27,20,0,0,2,0,0,0,0,0,0,0,0,0,330,329,562,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
ASV_458,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned,2,0,9,30,35,66,0,3,0,11,6,14,0,0,0,23,15,15,0,7,3,0,0,0,5,0,2,2,0,0,0,0,0,2,1,0,5,0,0,1,0,458,305,312,0,0,5,5,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_459,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_,0,0,0,0,1,0,57,11,83,0,0,0,0,0,0,0,0,0,169,182,218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,210,197,195,0,0,0,0,0,0,0,0,0
ASV_460,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,unassigned,unassigned,0,0,2,20,24,47,2,0,1,14,3,28,0,0,0,0,1,0,27,37,35,27,20,57,0,0,0,8,12,10,0,0,74,55,59,16,37,25,0,1,1,128,87,93,40,47,63,24,0,16,18,26,14,45,26,45,1,3,1,7,6,8,0,0,0,0,0,0,0,0,0
ASV_461,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_,0,0,0,8,3,0,0,0,0,0,0,0,2,0,2,277,99,151,0,0,0,0,0,0,5,2,4,214,296,167,0,0,0,0,0,0,0,0,1,3,5,22,14,15,0,0,0,0,0,0,0,0,0,13,7,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_462,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium excentricum,0,0,0,6,9,10,0,0,3,0,0,0,30,34,56,38,17,28,5,4,7,63,52,97,89,62,93,22,32,9,0,0,5,0,2,0,0,0,17,25,31,158,121,127,4,5,4,28,0,31,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
ASV_463,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_,382,422,309,7,4,9,4,4,4,0,0,0,0,0,2,0,2,0,0,1,0,2,3,4,5,13,11,0,1,0,0,0,5,3,6,0,2,0,1,2,0,44,38,19,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_464,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1034,136,140,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_465,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,0,0,0,14,16,25,2,0,3,1,0,19,0,0,0,2,2,3,117,132,204,27,12,31,1,0,0,4,14,10,0,0,15,8,4,39,53,36,6,6,3,137,86,108,11,16,21,4,0,1,2,0,0,8,7,25,34,15,25,1,1,0,0,0,3,0,0,0,0,0,0
ASV_466,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_,0,0,0,245,280,474,0,0,0,0,0,0,6,7,8,0,0,0,27,25,47,11,18,19,6,1,4,0,0,3,0,0,20,19,16,5,9,10,0,0,0,13,8,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,5,5,0,0,0,0,0,0,0,0,0
ASV_467,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_,0,0,0,3,0,0,8,4,7,5,5,0,0,0,0,0,0,0,0,0,6,167,202,201,0,0,0,0,0,0,0,0,1,0,3,2,12,22,0,0,0,21,14,14,17,16,16,2,0,1,46,64,47,0,2,0,6,0,2,134,117,136,0,0,0,0,0,0,0,0,0
ASV_468,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,123,199,184,113,89,141,0,0,0,0,0,0,2,7,5,98,56,74,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,42,47,21,25,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_469,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,99,149,90,130,172,251,0,0,0,2,0,5,30,35,72,6,5,2,0,0,0,0,0,0,1,2,0,14,18,5,0,0,2,3,1,0,0,0,34,27,38,30,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ASV_470,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,Aplanochytrium,Aplanochytrium kerguelense,65,76,76,11,13,14,23,3,19,88,52,59,48,88,78,31,16,18,25,6,20,16,11,26,6,4,7,30,27,22,0,0,40,28,46,19,38,52,0,1,3,24,10,15,4,7,11,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_471,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,2,3,5,0,4,0,0,0,3,0,5,8,1,7,87,86,83,0,0,0,39,16,17,18,21,19,0,0,42,39,48,10,6,6,2,1,1,31,12,20,168,140,184,3,0,0,0,0,0,9,16,17,2,0,0,25,28,45,0,0,0,0,0,0,0,0,0
ASV_472,Eukaryota,unknown,Haptophyta,unknown,unknown,g_,s_,0,4,2,83,73,149,0,0,0,2,8,19,0,3,1,29,12,19,4,1,4,2,5,10,1,0,2,33,41,41,0,0,23,24,15,1,0,0,14,11,14,158,117,138,0,0,2,6,0,2,1,0,1,13,9,12,6,18,22,34,31,57,0,0,0,0,0,0,0,0,0
ASV_473,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1416,0,1,7,17,15,26,3,4,8,183,205,243,0,0,4,0,0,0,9,15,20,2,0,1,30,13,24,7,13,6,0,0,0,4,6,0,0,0,81,79,96,10,6,8,10,7,8,2,0,0,0,0,0,2,1,1,1,0,0,25,32,36,0,0,4,0,0,0,0,0,0
ASV_474,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,5,10,6,30,46,77,7,4,10,0,3,5,0,0,0,11,14,12,6,4,5,6,0,6,11,9,18,158,206,123,0,0,3,2,4,16,14,16,72,64,75,21,14,40,16,12,16,7,0,0,2,0,0,1,0,2,0,0,3,21,25,32,0,0,3,0,0,0,0,0,0
ASV_475,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,unassigned,g_,s_,0,0,0,3,2,8,0,0,0,0,0,0,0,0,0,369,161,243,0,0,0,0,0,0,0,0,0,130,225,119,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_476,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Polykrikos,Polykrikos sp. EP-2016a,0,0,0,15,3,1,0,0,0,0,0,0,142,150,242,21,15,18,0,0,0,0,0,0,81,48,79,0,0,0,0,0,1,1,0,3,0,0,147,136,130,9,0,2,0,0,1,2,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
ASV_477,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned,1,0,0,17,17,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,7,14,31,12,32,0,0,0,0,0,14,5,4,0,2,0,293,257,436,6,0,1,0,2,2,2,0,3,1,0,0,0,0,0,0,0,0,15,9,19,0,0,14,0,0,0,0,0,0
ASV_478,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,19,0,0,0,0,0,0,0,0,2,1,0,1,7,4,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,344,293,564,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_479,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros debilis,1,5,4,3,3,1,2,0,3,4,14,20,4,0,0,0,0,1,1,0,5,125,140,210,119,88,138,0,0,0,0,0,13,24,13,6,14,10,66,50,49,6,6,1,1,2,0,0,0,3,4,0,1,24,17,30,3,2,0,4,1,6,0,0,2,0,0,0,0,0,0
ASV_480,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,0,0,6,26,46,2,1,3,0,0,0,0,0,0,0,2,2,133,154,189,2,1,10,0,3,0,0,1,0,0,0,143,116,103,0,0,0,0,1,0,32,12,17,25,10,14,2,0,0,5,5,7,27,32,39,0,0,1,19,32,24,0,0,0,0,0,0,0,0,0
ASV_481,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,2,0,8,17,17,0,0,0,5,17,6,0,0,2,5,0,3,23,33,70,7,5,5,1,0,0,15,20,13,0,0,79,97,57,23,27,16,3,3,0,28,16,10,30,82,49,3,0,0,5,11,1,127,125,171,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0
ASV_482,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,unassigned,0,0,0,0,2,2,0,2,1,134,158,229,2,12,13,0,3,0,0,2,1,3,10,0,25,19,20,0,0,0,0,0,2,0,1,47,116,98,81,62,95,19,12,11,25,8,20,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0
ASV_483,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,g_,s_,0,0,0,6,2,8,0,1,0,16,0,29,0,0,0,1,0,0,68,94,109,43,42,77,0,0,0,2,0,0,0,0,10,15,10,71,148,118,2,3,4,58,27,36,60,85,58,9,0,4,0,0,0,0,0,0,0,0,0,8,9,10,0,0,0,0,0,0,0,0,0
ASV_484,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,Fragilariopsis doliolus,41,31,33,44,18,76,17,10,8,231,251,201,0,0,2,13,5,9,0,0,0,1,3,11,2,1,4,9,1,2,0,0,2,0,1,2,2,4,3,0,0,38,28,34,25,27,5,15,0,12,0,0,0,0,0,0,0,1,0,10,1,8,0,0,0,0,0,0,0,0,0
ASV_485,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_,0,10,0,22,21,29,0,1,2,12,18,20,0,0,0,31,15,25,3,9,16,103,89,71,7,7,3,12,17,12,0,0,41,42,45,5,28,15,5,9,4,62,52,40,1,0,1,24,0,13,35,50,42,2,1,9,56,36,34,11,11,11,0,0,0,0,0,0,0,0,0
ASV_486,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,0,4,5,18,20,32,2,2,4,0,0,6,0,0,0,26,7,8,18,18,22,6,3,8,0,5,2,9,38,28,0,0,38,55,13,0,1,0,0,0,0,199,106,115,0,0,0,6,0,6,1,6,5,87,56,102,0,0,0,56,52,41,0,0,0,0,0,0,0,0,0
ASV_487,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,20,23,18,1,0,2,1,1,1,0,0,26,9,8,4,0,0,3,4,5,5,1,2,0,0,0,14,0,5,0,0,0,0,0,0,11,12,7,360,305,380,0,0,0,0,0,0,0,0,0
ASV_488,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,4,0,0,0,0,1,5,3,0,0,2,2,1,0,0,0,0,0,0,10,10,3,0,0,6,0,0,0,0,3,0,360,289,499,3,3,5,6,2,1,0,0,0,0,0,0,0,0,0
ASV_489,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,0,0,0,0,0,0,1,0,0,29,12,36,1,0,0,0,0,0,32,51,39,16,51,41,0,0,0,0,0,0,0,0,195,194,119,0,3,4,2,8,3,94,36,47,2,1,3,25,0,18,0,0,0,0,0,0,31,28,27,16,22,40,0,0,0,0,0,0,0,0,0
ASV_490,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,9,26,31,128,174,248,0,0,1,0,0,0,0,0,8,16,17,25,31,33,0,0,0,127,65,85,33,37,44,1,0,3,23,21,13,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_491,Eukaryota,unknown,Katablepharidophyta,unknown,Katablepharidaceae,Leucocryptos,Leucocryptos marina,0,0,0,60,66,104,1,0,0,0,2,7,0,0,3,5,0,2,40,11,19,12,33,42,0,0,0,58,48,51,0,0,12,13,13,0,3,5,3,1,0,72,51,47,136,128,127,9,0,0,0,0,0,0,0,0,0,0,0,6,11,21,0,0,0,0,0,0,0,0,0
ASV_492,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,2,6,0,10,12,16,0,0,0,29,27,34,0,0,0,4,3,2,2,5,0,77,43,90,5,1,0,0,0,0,0,0,0,0,0,0,6,0,3,5,4,39,26,16,2,2,7,26,0,20,189,178,162,11,8,18,20,17,26,28,14,23,0,0,0,0,0,0,0,0,1
ASV_493,Eukaryota,unknown,Polycystinea,Nassellaria,Plagiacanthidae,Lithomelissa,Lithomelissa setosa,68,92,28,15,33,40,39,1,36,90,62,137,0,0,3,0,1,5,5,4,7,14,37,43,4,3,2,0,0,0,0,0,2,0,2,0,5,0,1,3,2,66,30,35,69,86,101,0,0,0,4,5,0,2,4,3,0,2,0,11,7,9,0,0,0,0,0,0,0,0,0
ASV_494,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,23,15,18,0,0,0,0,1,2,0,0,0,346,459,287,0,0,12,7,4,1,1,0,2,4,8,1,5,0,0,1,1,4,0,2,0,0,0,0,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0
ASV_495,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_,0,0,0,197,232,420,0,0,0,0,0,0,7,12,12,0,0,0,38,50,52,11,12,21,1,1,6,7,1,0,0,0,22,19,14,2,24,7,0,0,0,11,12,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
ASV_496,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,4,2,0,8,21,21,0,0,0,1,17,4,0,1,0,6,4,0,0,0,3,0,0,0,8,5,5,34,50,29,0,0,0,0,0,0,5,1,9,8,10,35,29,21,0,0,0,0,0,0,272,286,297,0,0,1,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0
ASV_497,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned,0,4,0,5,3,7,0,0,0,62,45,90,0,0,0,10,6,4,22,48,15,41,88,119,0,0,0,0,1,3,0,0,62,67,50,20,37,49,0,0,0,102,68,52,9,17,8,5,0,4,0,9,4,0,2,0,15,16,18,10,4,9,0,0,0,0,0,0,0,0,0
ASV_498,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_,354,432,317,28,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_499,Eukaryota,unknown,Dinophyceae,Pyrocystales,Pyrocystaceae,g_,s_,0,0,0,0,0,0,65,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,31,0,0,0,0,0,0,394,283,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_500,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_,15,28,15,10,10,21,3,0,0,0,0,0,2,0,2,3,1,2,6,20,25,0,0,0,0,0,0,126,206,140,0,0,3,0,0,0,0,5,0,0,0,164,111,109,49,40,64,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_501,Eukaryota,unknown,Katablepharidophyta,unknown,Katablepharidaceae,g_,s_,0,0,0,0,0,1,0,0,0,0,1,17,0,0,0,0,0,0,45,65,60,149,181,216,0,0,0,0,2,0,0,0,93,129,111,22,37,34,0,0,0,5,4,4,2,2,9,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
